TF	DF	WORD
9	9	lost
9	8	bank
9	8	philanthropi
9	8	finland
9	8	bohemian
9	8	appli
9	7	knit
9	7	loyal
9	7	logo
9	7	texa
9	6	u
9	6	ce
9	3	boho
8	8	predict
8	8	199
8	8	hidden
8	8	destroy
8	8	sun
8	8	throughout
8	8	compos
8	8	heal
8	8	jack
8	8	handl
8	8	worth
8	8	83
8	8	pop
8	8	sneakerhead
8	8	multiplesclerosi
8	8	historian
8	8	bipolar
8	8	river
8	8	ride
8	8	holist
8	8	freak
8	8	step
8	8	grade
8	8	otherwis
8	8	often
8	8	airlin
8	8	80
8	8	b
8	8	abus
8	8	travelblogg
8	8	fiction
8	8	john
8	8	artificialintellig
8	8	wale
8	8	evangelist
8	8	grant
8	8	track
8	8	ms
8	8	influencermarket
8	8	ecosystem
8	8	actress
8	8	honestli
8	8	everybodi
8	8	war
8	8	literaci
8	8	approach
8	8	king
8	8	auxiliari
8	8	psychologist
8	8	ppc
8	8	session
8	8	growthhack
8	8	fulltim
8	8	wish
8	8	21
8	8	ga
8	8	benefit
8	8	comprehens
8	8	fantasi
8	8	cio
8	8	tomorrow
8	8	ict
8	8	greater
8	8	someth
8	8	iphon
8	8	bad
8	8	thrive
8	8	todo
8	8	district
8	8	encourag
8	8	contract
8	8	attack
8	8	ideat
8	8	guru
8	8	liquid
8	8	auction
8	8	survey
8	8	spiritu
8	8	sister
8	8	multimedia
8	8	lawyer
8	8	toy
8	8	sound
8	8	portal
8	8	globe
8	8	agent
8	8	compar
8	8	anytim
8	8	clemen
8	8	bridal
8	8	cision
8	8	coupl
8	8	violent
8	8	rescu
8	8	extremesport
8	8	curiou
8	8	streamer
8	8	aka
8	8	middl
8	7	properti
8	7	wisdom
8	7	ordinari
8	7	diy
8	7	option
8	7	standard
8	7	disney
8	7	michigan
8	7	wellb
8	7	alum
8	7	del
8	7	tutor
8	7	princip
8	7	traffic
8	7	360
8	7	abroad
8	7	basketbal
8	7	spot
8	7	villag
8	7	humanitarian
8	7	bless
8	6	math
8	6	und
8	6	facil
8	5	label
8	5	qui
8	4	glori
8	4	shiver
7	7	valley
7	7	sometim
7	7	l
7	7	low
7	7	farm
7	7	acceler
7	7	contin
7	7	geniu
7	7	whole
7	7	type1diabet
7	7	spooni
7	7	cope
7	7	heathfit
7	7	backpack
7	7	sleev
7	7	hate
7	7	cwrightcorpcom
7	7	colloc
7	7	wbridgepoint
7	7	nut
7	7	truste
7	7	romford
7	7	phc
7	7	englishspeak
7	7	ictaec
7	7	spread
7	7	implement
7	7	topic
7	7	pic
7	7	set
7	7	injuri
7	7	deeplearn
7	7	aggreg
7	7	filter
7	7	key
7	7	potenti
7	7	super
7	7	among
7	7	viral
7	7	forev
7	7	coverag
7	7	keynot
7	7	id
7	7	util
7	7	fresh
7	7	metal
7	7	die
7	7	poor
7	7	attract
7	7	lose
7	7	england
7	7	smallbusi
7	7	etsysel
